Year,Month,Provinces,Region,Occupancy rate,Number of guests (people),Total number of visitors (people),Number of Thai visitors (people),Number of foreign visitors (people),Income from visitors (million baht),Income from Thai visitors (million baht),Income from foreign visitors (million baht)
2020,5,Bueng Kan,Northeastern,2.33,958,958,958,0,1.16,1.16,0
2020,5,Buriram,Northeastern,0.84,1331,1331,1331,0,1.6,1.6,0
2020,5,Chachoengsao,Eastern,0.68,496,496,496,0,0.64,0.64,0
2020,5,Chai Nat,Central,1.76,531,531,531,0,0.66,0.66,0
2020,5,Chaiyaphum,Northeastern,1.93,1948,1948,1948,0,2,2,0
2020,5,Chanthaburi,Eastern,0,0,0,0,0,0,0,0
2020,5,Chumphon,Southern,0.14,249,249,249,0,0.77,0.77,0
2020,5,Kalasin,Northeastern,3.44,1112,1112,1112,0,1.72,1.72,0
2020,5,Kamphaeng Phet,Northern,6.36,1924,1924,1924,0,3.82,3.82,0
2020,5,Kanchanaburi,Central,5.57,24727,24727,24727,0,50.09,50.09,0
2020,5,Khon Kaen,Northeastern,3.98,9869,9869,9869,0,22.85,22.85,0
2020,5,Lampang,Northern,11.03,3720,3720,3720,0,9.35,9.35,0
2020,5,Lamphun,Northern,14.95,2633,2633,2633,0,3,3,0
2020,5,Loei,Northeastern,1.43,2514,2514,2514,0,3.86,3.86,0
2020,5,Lop Buri,Central,0.63,538,538,538,0,0.8,0.8,0
2020,5,Mae Hong Son,Northern,4.51,629,629,629,0,2.18,2.18,0
2020,5,Maha Sarakham,Northeastern,1.44,1022,1022,1022,0,1.77,1.77,0
2020,5,Mukdahan,Northeastern,1.26,1172,1172,1172,0,1.36,1.36,0
2020,5,Nakhon Nayok,Eastern,1.1,2663,2663,2663,0,5.31,5.31,0
2020,5,Nakhon Pathom,Central,3.14,1870,1870,1870,0,2.13,2.13,0
2020,5,Nakhon Phanom,Northeastern,2.77,1704,1704,1704,0,2.76,2.76,0
2020,5,Nakhon Ratchasima,Northeastern,1.21,7709,7709,7709,0,14,14,0
2020,5,Nakhon Si Thammarat,Southern,0.03,101,101,101,0,0.21,0.21,0
2020,5,Nan,Northern,1.55,1569,1569,1569,0,4.12,4.12,0
2020,5,Narathiwat,Southern,0.13,115,115,115,0,0.43,0.43,0
2020,5,Nong Bua Lamphu,Northeastern,0.84,196,196,196,0,0.17,0.17,0
2020,5,Nong Khai,Northeastern,2.64,4234,4234,4234,0,7.57,7.57,0
2020,5,Nonthaburi,Central,1.03,1277,1277,1277,0,1.81,1.81,0
2020,5,Pathum Thani,Central,1.03,976,976,976,0,1.16,1.16,0
2020,5,Pattani,Southern,0.69,316,316,316,0,0.95,0.95,0
2020,5,Phatthalung,Southern,0.09,119,119,119,0,0.21,0.21,0
2020,5,Phetchabun,Northern,8.58,5739,5739,5739,0,14.11,14.11,0
2020,5,Phichit,Northern,4.89,1867,1867,1867,0,2.09,2.09,0
2020,5,Phrae,Northern,11.9,2968,2968,2968,0,4.3,4.3,0
2020,5,Ratchaburi,Central,3.7,4086,4086,4086,0,5.54,5.54,0
2020,5,Rayong,Eastern,0.87,4885,4885,4885,0,15.3,15.3,0
2020,5,Sa Kaeo,Eastern,0,0,0,0,0,0,0,0
2020,5,Sakon Nakhon,Northeastern,1.3,1643,1643,1643,0,2.47,2.47,0
2020,5,Samut Prakan,Central,0,0,0,0,0,0,0,0
2020,5,Samut Sakhon,Central,1.63,939,939,939,0,1.39,1.39,0
2020,5,Samut Songkhram,Central,2.73,2212,2212,2212,0,2.68,2.68,0
2020,5,Saraburi,Central,2.29,1053,1053,1053,0,1.24,1.24,0
2020,5,Si Sa Ket,Northeastern,3.34,1720,1720,1720,0,1.75,1.75,0
2020,5,Sing Buri,Central,4.17,914,914,914,0,0.86,0.86,0
2020,5,Suphan Buri,Central,1.19,1157,1157,1157,0,1.99,1.99,0
2020,5,Surin,Northeastern,0.67,871,871,871,0,1.4,1.4,0
2020,5,Tak,Northern,5.61,5214,5214,5214,0,13.92,13.92,0
2020,5,Ubon Ratchathani,Northeastern,4.97,6945,6945,6945,0,11.9,11.9,0
2020,5,Udon Thani,Northeastern,2.19,5120,5120,5120,0,10.88,10.88,0
2020,5,Uthai Thani,Northern,5.83,1117,1117,1117,0,1.49,1.49,0
2020,5,Yasothon,Northeastern,2.95,739,739,739,0,1.07,1.07,0
2020,6,Amnat Charoen,Northeastern,10.27,1129,4098,4098,0,4.62,4.62,0
2020,6,Ang Thong,Central,5.18,1176,3606,3606,0,3.86,3.86,0
2020,6,Bueng Kan,Northeastern,7.81,2978,6849,6849,0,8.44,8.44,0
2020,6,Buriram,Northeastern,5.27,8140,17167,17167,0,20.51,20.51,0
2020,6,Chachoengsao,Eastern,9.16,5049,54880,54880,0,74.91,74.91,0
2020,6,Chai Nat,Central,12.61,3565,10667,10667,0,13.49,13.49,0
2020,6,Chaiyaphum,Northeastern,9.94,11349,23988,23988,0,25.39,25.39,0
2020,6,Chanthaburi,Eastern,22.7,38357,58033,58033,0,185.42,185.42,0
2020,6,Chumphon,Southern,9.28,17285,19097,19097,0,89.81,89.81,0
2020,6,Kalasin,Northeastern,11.61,3736,9547,9547,0,15.35,15.35,0
2020,6,Kanchanaburi,Central,19.85,79142,340607,340607,0,722.31,722.31,0
2020,6,Khon Kaen,Northeastern,12.28,41215,93020,93020,0,220.82,220.82,0
2020,6,Krabi,Southern,3.84,20782,27614,27614,0,342.82,342.82,0
2020,6,Loei,Northeastern,2.42,4036,7337,7337,0,11.37,11.37,0
2020,6,Lop Buri,Central,14.68,9170,19370,19370,0,29.65,29.65,0
2020,6,Maha Sarakham,Northeastern,8.94,6077,10524,10524,0,19.02,19.02,0
2020,6,Mukdahan,Northeastern,5.39,4611,14353,14353,0,17.34,17.34,0
2020,6,Nakhon Nayok,Eastern,15.37,21178,98644,98644,0,195.04,195.04,0
2020,6,Nakhon Pathom,Central,16.08,15048,31488,31488,0,38.17,38.17,0
2020,6,Nakhon Phanom,Northeastern,8.4,4922,13180,13180,0,21.91,21.91,0
2020,6,Nakhon Ratchasima,Northeastern,15.65,120991,222562,222562,0,417.38,417.38,0
2020,6,Nakhon Si Thammarat,Southern,15.57,59278,96626,96626,0,278.37,278.37,0
2020,6,Narathiwat,Southern,5.12,4384,4649,4649,0,17.91,17.91,0
2020,6,Nong Bua Lamphu,Northeastern,2.39,570,1287,1287,0,1.23,1.23,0
2020,6,Nong Khai,Northeastern,10.54,16009,38143,38143,0,68.67,68.67,0
2020,6,Nonthaburi,Central,11.82,11994,77935,77935,0,97.9,97.9,0
2020,6,Pathum Thani,Central,6.85,4852,20678,20678,0,23.7,23.7,0
2020,6,Pattani,Southern,11.57,5269,5635,5635,0,17.02,17.02,0
2020,6,Phatthalung,Southern,8.73,9968,18917,18917,0,33.23,33.23,0
2020,6,Phetchaburi,Central,20.63,85094,205704,205704,0,486.74,486.74,0
2020,6,Phichit,Northern,17.84,5413,15184,15184,0,17.24,17.24,0
2020,6,Phrae,Northern,15.48,4764,15552,15552,0,23.5,23.5,0
2020,6,Ranong,Southern,6.35,6606,7834,7834,0,41.52,41.52,0
2020,6,Ratchaburi,Central,17.92,18612,90264,90264,0,124.72,124.72,0
2020,6,Rayong,Eastern,20.7,69574,101527,101527,0,328.7,328.7,0
2020,6,Roi Et,Northeastern,8.06,5764,14020,14020,0,18.71,18.71,0
2020,6,Sa Kaeo,Eastern,8.97,11454,30635,30635,0,81.2,81.2,0
2020,6,Sakon Nakhon,Northeastern,8.97,10308,38428,38428,0,36.14,36.14,0
2020,6,Samut Prakan,Central,7.74,8758,51035,51035,0,64.68,64.68,0
2020,6,Samut Songkhram,Central,15.37,13522,43328,43328,0,55.12,55.12,0
2020,6,Saraburi,Central,18.41,14939,30295,30295,0,37.05,37.05,0
2020,6,Satun,Southern,8.21,8553,11785,11785,0,44.75,44.75,0
2020,6,Si Sa Ket,Northeastern,21.84,10607,56462,56462,0,58.99,58.99,0
2020,6,Sing Buri,Central,10.67,2282,8146,8146,0,7.83,7.83,0
2020,6,Songkhla,Southern,12.57,69774,84154,84154,0,572,572,0
2020,6,Suphan Buri,Central,17.77,19461,55206,55206,0,96.21,96.21,0
2020,6,Surin,Northeastern,14.69,19845,28805,28805,0,50.24,50.24,0
2020,6,Trang,Southern,3.51,4399,6886,6886,0,30.11,30.11,0
2020,6,Ubon Ratchathani,Northeastern,18.68,29823,76269,76269,0,133.74,133.74,0
2020,6,Udon Thani,Northeastern,10.42,23073,44152,44152,0,96.65,96.65,0
2020,6,Uthai Thani,Northern,17.63,5119,14232,14232,0,19.63,19.63,0
2020,6,Uttaradit,Northern,19.57,10164,14356,14356,0,28.98,28.98,0
2020,6,Yala,Southern,4.1,2873,2999,2999,0,7.76,7.76,0
2020,6,Yasothon,Northeastern,10.16,2661,9757,9757,0,14.86,14.86,0
2020,7,Amnat Charoen,Northeastern,22.78,3394,9355,9355,0,8.54,8.54,0
2020,7,Ang Thong,Central,13.86,3358,22839,22839,0,21.49,21.49,0
2020,7,Bueng Kan,Northeastern,34.65,15582,25969,25969,0,40.72,40.72,0
2020,7,Buriram,Northeastern,28.44,44028,70976,70976,0,110.66,110.66,0
2020,7,Chachoengsao,Eastern,18.21,10458,234565,234565,0,320.16,320.16,0
2020,7,Chai Nat,Central,32.16,9911,25771,25771,0,34.43,34.43,0
2020,7,Chaiyaphum,Northeastern,26.17,37967,95381,95381,0,77.99,77.99,0
2020,7,Chanthaburi,Eastern,44.26,99791,118938,118938,0,369.49,369.49,0
2020,7,Chumphon,Southern,30.32,60372,78926,78926,0,321.99,321.99,0
2020,7,Kalasin,Northeastern,22.89,8702,39629,39629,0,47.79,47.79,0
2020,7,Kanchanaburi,Central,53.35,189925,673801,673801,0,1497.22,1497.22,0
2020,7,Khon Kaen,Northeastern,35.96,123572,214340,214340,0,670.26,670.26,0
2020,7,Lop Buri,Central,25.7,16692,102112,102112,0,120.97,120.97,0
2020,7,Maha Sarakham,Northeastern,32.41,25394,42096,42096,0,42.91,42.91,0
2020,7,Mukdahan,Northeastern,12.45,9603,35603,35603,0,56.12,56.12,0
2020,7,Nakhon Nayok,Eastern,50.04,127667,212347,212347,0,337.42,337.42,0
2020,7,Nakhon Pathom,Central,34.25,54016,151963,151963,0,187.78,187.78,0
2020,7,Nakhon Phanom,Northeastern,35.5,22314,52162,52162,0,83.11,83.11,0
2020,7,Nakhon Ratchasima,Northeastern,42.22,299236,533779,533779,0,1259.37,1259.37,0
2020,7,Nakhon Si Thammarat,Southern,47.65,153194,225755,225755,0,599.3,599.3,0
2020,7,Narathiwat,Southern,9.32,8946,9596,9596,0,37.33,37.33,0
2020,7,Nong Bua Lamphu,Northeastern,25.11,6194,13453,13453,0,12.84,12.84,0
2020,7,Nong Khai,Northeastern,34.29,53929,85296,85296,0,184.92,184.92,0
2020,7,Pathum Thani,Central,11.4,7901,33585,33585,0,36.05,36.05,0
2020,7,Pattani,Southern,12.57,5164,5723,5723,0,22.52,22.52,0
2020,7,Phatthalung,Southern,36.48,39826,66918,66918,0,168.64,168.64,0
2020,7,Phetchaburi,Central,56.54,266442,607071,607071,0,1644.77,1644.77,0
2020,7,Phichit,Northern,35.06,17954,45379,45379,0,53.08,53.08,0
2020,7,Phrae,Northern,42.63,15832,40449,40449,0,65.9,65.9,0
2020,7,Ranong,Southern,18.63,21337,25423,25423,0,117.44,117.44,0
2020,7,Ratchaburi,Central,47.94,64624,181836,181836,0,299,299,0
2020,7,Rayong,Eastern,20.51,91020,151151,151151,0,562.69,562.69,0
2020,7,Roi Et,Northeastern,33.07,26049,47257,47257,0,68.37,68.37,0
2020,7,Sa Kaeo,Eastern,42.97,53142,116086,116086,0,345.11,345.11,0
2020,7,Sakon Nakhon,Northeastern,19.93,18759,39995,39995,0,41.47,41.47,0
2020,7,Samut Prakan,Central,10.27,10395,62080,62080,0,82.66,82.66,0
2020,7,Samut Sakhon,Central,19.85,16488,38235,38235,0,41.37,41.37,0
2020,7,Samut Songkhram,Central,46.1,42803,105053,105053,0,138.01,138.01,0
2020,7,Saraburi,Central,35.43,36631,113819,113819,0,121.74,121.74,0
2020,7,Si Sa Ket,Northeastern,33.56,18680,69681,69681,0,68.03,68.03,0
2020,7,Sing Buri,Central,22.74,5357,22053,22053,0,30.6,30.6,0
2020,7,Suphan Buri,Central,45.16,36348,142273,142273,0,199.88,199.88,0
2020,7,Surin,Northeastern,27.25,42214,55286,55286,0,92.27,92.27,0
2020,7,Trang,Southern,25.35,34768,40841,40841,0,225.69,225.69,0
2020,7,Ubon Ratchathani,Northeastern,31.82,57259,98066,98066,0,200.11,200.11,0
2020,7,Udon Thani,Northeastern,42.03,102440,193043,193043,0,503.69,503.69,0
2020,7,Uthai Thani,Northern,40.85,17973,37828,37828,0,58.24,58.24,0
2020,7,Uttaradit,Northern,32.1,25148,53805,53805,0,98.91,98.91,0
2020,7,Yala,Southern,10.43,11132,11438,11438,0,39.64,39.64,0
2020,7,Yasothon,Northeastern,24.8,7748,24375,24375,0,21.37,21.37,0
2020,8,Amnat Charoen,Northeastern,25.3,3835,10571,10571,0,8.69,8.69,0
2020,8,Ang Thong,Central,16.89,4140,23777,23777,0,21.25,21.25,0
2020,8,Chachoengsao,Eastern,21.19,14665,232378,232378,0,285.46,285.46,0
2020,8,Chai Nat,Central,34.68,10732,33572,33572,0,40.37,40.37,0
2020,8,Chaiyaphum,Northeastern,27.8,30318,77766,77766,0,57.23,57.23,0
2020,8,Chanthaburi,Eastern,33.66,73812,91373,91373,0,255.47,255.47,0
2020,8,Chumphon,Southern,27.3,56495,71639,71639,0,263.04,263.04,0
2020,8,Kalasin,Northeastern,24.92,8932,40650,40650,0,44.12,44.12,0
2020,8,Lop Buri,Central,29.78,21302,151468,151468,0,163.29,163.29,0
2020,8,Maha Sarakham,Northeastern,34.73,28403,47184,47184,0,43.29,43.29,0
2020,8,Mukdahan,Northeastern,19.15,14839,55015,55015,0,78.05,78.05,0
2020,8,Nakhon Nayok,Eastern,50.75,136131,226425,226425,0,323.81,323.81,0
2020,8,Nakhon Pathom,Central,36.82,56197,171185,171185,0,190.38,190.38,0
2020,8,Nakhon Si Thammarat,Southern,38.19,144645,212456,212456,0,507.6,507.6,0
2020,8,Narathiwat,Southern,10.58,9538,9929,9929,0,34.76,34.76,0
2020,8,Pathum Thani,Central,18.27,12316,47798,47798,0,46.18,46.18,0
2020,8,Pattani,Southern,17.45,7539,8944,8944,0,31.68,31.68,0
2020,8,Phatthalung,Southern,38.54,40446,66219,66219,0,150.19,150.19,0
2020,8,Phichit,Northern,37.43,19652,43919,43919,0,48.8,48.8,0
2020,8,Phrae,Northern,39.76,14996,35156,35156,0,54.41,54.41,0
2020,8,Ranong,Southern,16.85,20900,24734,24734,0,102.83,102.83,0
2020,8,Ratchaburi,Central,44.16,60292,164461,164461,0,243.39,243.39,0
2020,8,Rayong,Eastern,26.01,105226,208281,208281,0,697.83,697.83,0
2020,8,Roi Et,Northeastern,37.44,33945,61782,61782,0,80.45,80.45,0
2020,8,Sa Kaeo,Eastern,31.23,44696,98646,98646,0,263.94,263.94,0
2020,8,Samut Prakan,Central,16.13,20160,73284,73284,0,87.82,87.82,0
2020,8,Samut Sakhon,Central,21.69,18173,42363,42363,0,41.25,41.25,0
2020,8,Samut Songkhram,Central,46.46,43662,106969,106969,0,126.47,126.47,0
2020,8,Saraburi,Central,37.53,42396,137302,137302,0,132.17,132.17,0
2020,8,Si Sa Ket,Northeastern,35.95,19660,70126,70126,0,61.62,61.62,0
2020,8,Sing Buri,Central,23.4,5862,22555,22555,0,28.17,28.17,0
2020,8,Suphan Buri,Central,43.88,36057,122193,122193,0,154.5,154.5,0
2020,8,Trang,Southern,24.16,32809,38227,38227,0,190.12,190.12,0
2020,8,Uthai Thani,Northern,38.51,16988,34667,34667,0,48.04,48.04,0
2020,8,Uttaradit,Northern,30.67,23979,49910,49910,0,82.57,82.57,0
2020,8,Yala,Southern,18.63,20592,13742,13742,0,42.86,42.86,0
2020,8,Yasothon,Northeastern,26.7,8813,28076,28076,0,22.15,22.15,0
2020,9,Amnat Charoen,Northeastern,26.26,4239,11684,11684,0,10.96,10.96,0
2020,9,Ang Thong,Central,19.23,4777,29486,29486,0,29.17,29.17,0
2020,9,Chai Nat,Central,36.33,12546,38038,38038,0,45.83,45.83,0
2020,9,Chaiyaphum,Northeastern,28.85,35629,89038,89038,0,71.16,71.16,0
2020,9,Chanthaburi,Eastern,35.72,76157,94781,94781,0,261.74,261.74,0
2020,9,Chumphon,Southern,25.21,44841,61950,61950,0,229.24,229.24,0
2020,9,Kalasin,Northeastern,26.79,9798,42973,42973,0,51.66,51.66,0
2020,9,Maha Sarakham,Northeastern,35.2,26442,43933,43933,0,47.41,47.41,0
2020,9,Mukdahan,Northeastern,20.54,15281,56654,56654,0,89.5,89.5,0
2020,9,Nakhon Nayok,Eastern,49.28,135272,227497,227497,0,395.19,395.19,0
2020,9,Nakhon Si Thammarat,Southern,58.51,202468,299277,299277,0,1057.64,1057.64,0
2020,9,Narathiwat,Southern,11.29,11087,12024,12024,0,48.79,48.79,0
2020,9,Nonthaburi,Central,28.81,35600,121052,121052,0,128.87,128.87,0
2020,9,Pathum Thani,Central,21.82,14656,49557,49557,0,49.95,49.95,0
2020,9,Pattani,Southern,19.67,8362,9424,9424,0,39.87,39.87,0
2020,9,Phatthalung,Southern,41.48,42766,69178,69178,0,187.32,187.32,0
2020,9,Phichit,Northern,39.28,21069,48874,48874,0,62.91,62.91,0
2020,9,Phrae,Northern,42.23,16527,38684,38684,0,65.22,65.22,0
2020,9,Prachin Buri,Eastern,40.85,53087,81627,81627,0,227.68,227.68,0
2020,9,Ranong,Southern,15.63,19360,25234,25234,0,96.03,96.03,0
2020,9,Ratchaburi,Central,44.55,56962,158522,158522,0,234.97,234.97,0
2020,9,Rayong,Eastern,28.63,109834,216172,216172,0,787.22,787.22,0
2020,9,Roi Et,Northeastern,37.59,31188,56781,56781,0,77.26,77.26,0
2020,9,Sa Kaeo,Eastern,30.3,40770,89981,89981,0,265.14,265.14,0
2020,9,Samut Prakan,Central,18.54,22593,85852,85852,0,109.14,109.14,0
2020,9,Samut Songkhram,Central,46.85,43315,107171,107171,0,127.17,127.17,0
2020,9,Saraburi,Central,39.45,43543,145325,145325,0,144.92,144.92,0
2020,9,Si Sa Ket,Northeastern,37.55,20868,77843,77843,0,75.38,75.38,0
2020,9,Sing Buri,Central,26.74,6051,21157,21157,0,27.23,27.23,0
2020,9,Trang,Southern,26.31,35970,42573,42573,0,243.62,243.62,0
2020,9,Uthai Thani,Northern,39.47,18280,37596,37596,0,57.77,57.77,0
2020,9,Uttaradit,Northern,32.8,24825,50455,50455,0,96.87,96.87,0
2020,9,Yala,Southern,17.58,15161,15621,15621,0,55.42,55.42,0
2020,9,Yasothon,Northeastern,28.9,10286,32711,32711,0,28.48,28.48,0
2020,10,Amnat Charoen,Northeastern,30.56,4958,21185,21185,0,30.26,30.26,0
2020,10,Ang Thong,Central,18.1,3874,33934,33934,0,36.24,36.24,0
2020,10,Chai Nat,Central,33.06,11344,44297,44297,0,61.13,61.13,0
2020,10,Chaiyaphum,Northeastern,34.78,42963,79812,79812,0,108.71,108.71,0
2020,10,Chumphon,Southern,24.45,45888,60438,60438,0,255.5,255.5,0
2020,10,Kalasin,Northeastern,31.81,13205,36885,36885,0,51.08,51.08,0
2020,10,Maha Sarakham,Northeastern,38.98,29691,57995,57995,0,79.38,79.38,0
2020,10,Mukdahan,Northeastern,27.67,21890,82545,82545,0,117.39,117.39,0
2020,10,Narathiwat,Southern,12.47,11558,12772,12772,0,39.65,39.65,0
2020,10,Pathum Thani,Central,20.43,20856,85682,85682,0,125.82,125.82,0
2020,10,Pattani,Southern,20.69,8356,10431,10431,0,32.69,32.69,0
2020,10,Phatthalung,Southern,42.59,51359,94535,94535,0,153.8,153.8,0
2020,10,Phichit,Northern,41.84,24127,51451,51451,0,89.29,89.29,0
2020,10,Phrae,Northern,46.71,20972,50003,50003,0,95.04,95.04,0
2020,10,Ranong,Southern,17.59,19794,26211,26211,0,75.14,75.14,0
2020,10,Roi Et,Northeastern,39.26,31714,82471,82471,0,108.98,108.98,0
2020,10,Sa Kaeo,Eastern,24.56,28817,76507,76507,0,233.99,233.99,0
2020,10,Si Sa Ket,Northeastern,38.79,22611,62950,62950,0,81.67,81.67,0
2020,10,Sing Buri,Central,29.36,6761,28431,28431,0,49.07,49.07,0
2020,10,Trang,Southern,30.82,44720,58211,58211,0,250.86,250.86,0
2020,10,Uthai Thani,Northern,41.82,19683,52004,52004,0,88.66,88.66,0
2020,10,Uttaradit,Northern,39.56,44047,63381,63381,0,105.38,105.38,0
2020,10,Yala,Southern,53.22,61588,79382,79382,0,215.43,215.43,0
2020,10,Yasothon,Northeastern,31.29,10449,32081,32081,0,32.2,32.2,0
2020,11,Amnat Charoen,Northeastern,30.87,5787,24560,24560,0,35.23,35.23,0
2020,11,Ang Thong,Central,19.31,4972,35703,35703,0,36.63,36.63,0
2020,11,Chai Nat,Central,39.87,15316,54630,54630,0,77.01,77.01,0
2020,11,Chaiyaphum,Northeastern,36.31,61301,107475,107475,0,151.24,151.24,0
2020,11,Kalasin,Northeastern,32.83,16513,45250,45250,0,63.44,63.44,0
2020,11,Maha Sarakham,Northeastern,43.34,36067,66610,66610,0,94.86,94.86,0
2020,11,Mukdahan,Northeastern,32.02,26608,100551,100551,0,142.87,142.87,0
2020,11,Phichit,Northern,41.03,28804,62797,62797,0,112.09,112.09,0
2020,11,Roi Et,Northeastern,39.22,30810,80332,80332,0,105.96,105.96,0
2020,11,Si Sa Ket,Northeastern,37.54,23829,66341,66341,0,86.07,86.07,0
2020,11,Sing Buri,Central,32.72,8942,35046,35046,0,61.05,61.05,0
2020,11,Uttaradit,Northern,47.1,56736,81062,81062,0,139.88,139.88,0
2020,11,Yasothon,Northeastern,30.47,9860,30272,30272,0,30.38,30.38,0
2020,12,Amnat Charoen,Northeastern,35.68,6690,28237,28237,0,40.65,40.65,0
2020,12,Ang Thong,Central,17.94,5061,38975,38975,0,42.8,42.8,0
2020,12,Chai Nat,Central,33.54,13468,49823,49823,0,70.75,70.75,0
2020,12,Chaiyaphum,Northeastern,37.89,63667,111044,111044,0,156.72,156.72,0
2020,12,Kalasin,Northeastern,34.07,15834,44089,44089,0,61.19,61.19,0
2020,12,Maha Sarakham,Northeastern,41.13,33643,65449,65449,0,89.84,89.84,0
2020,12,Mukdahan,Northeastern,34.18,27225,102663,102663,0,146,146,0
2020,12,Phatthalung,Southern,40.93,45437,69140,69140,0,118.89,118.89,0
2020,12,Phichit,Northern,41.13,23691,59441,59441,0,106.48,106.48,0
2020,12,Roi Et,Northeastern,40.95,32321,84050,84050,0,111.06,111.06,0
2020,12,Si Sa Ket,Northeastern,41.41,24940,69434,69434,0,90.08,90.08,0
2020,12,Sing Buri,Central,28.45,6422,27403,27403,0,47.01,47.01,0
2020,12,Uthai Thani,Northern,42.76,20269,53344,53344,0,91.09,91.09,0
2020,12,Uttaradit,Northern,41.52,46310,66533,66533,0,110.71,110.71,0
2020,12,Yasothon,Northeastern,35.43,13667,41960,41960,0,42.11,42.11,0
2020,1,Amnat Charoen,Northeastern,58.36,8260,21009,20220,789,33.02,31.29,1.73
2020,1,Ang Thong,Central,63.97,16084,97978,93280,4698,125.87,120.59,5.28
2020,1,Ayutthaya,Central,66.07,107777,741902,556141,185761,1462.74,1059.24,403.5
2020,1,Bangkok,Central,89.36,3213765,6046765,3573040,2473725,88202.89,31137.65,57065.24
2020,1,Bueng Kan,Northeastern,72.86,37457,66078,65801,277,138.08,137.43,0.65
2020,1,Buriram,Northeastern,65.4,94359,159289,154482,4807,338.49,331.54,6.95
2020,1,Chachoengsao,Eastern,55.42,36156,268543,264901,3642,296.47,291.73,4.74
2020,1,Chai Nat,Central,73.47,23128,72893,72380,513,91.93,91.09,0.84
2020,1,Chaiyaphum,Northeastern,61.26,70023,130777,130071,706,178.31,176.46,1.85
2020,1,Chanthaburi,Eastern,76.36,126987,300501,293389,7112,1000.64,950.74,49.9
2020,1,Chiang Mai,Northern,85.32,822663,1047546,737588,309958,11087.86,6950.68,4137.18
2020,1,Chiang Rai,Northern,78.3,392547,436005,373814,62191,3077.95,2547.25,530.7
2020,1,Chonburi,Eastern,83.21,1329662,1585782,615982,969800,27064.45,3927.71,23136.74
2020,1,Chumphon,Southern,58.98,90484,115989,105692,10297,509.71,459.71,50
2020,1,Kalasin,Northeastern,50.42,20430,56432,55961,471,84.66,83.67,0.99
2020,1,Kamphaeng Phet,Northern,53.72,43616,71963,69852,2111,150.35,143.63,6.72
2020,1,Kanchanaburi,Central,81.92,329862,770371,725543,44828,2754.66,2505.21,249.45
2020,1,Khon Kaen,Northeastern,57.25,205657,521419,513809,7610,1653.69,1627.7,25.99
2020,1,Krabi,Southern,79.51,338142,567726,181672,386054,12505.3,3017.75,9487.55
2020,1,Lampang,Northern,72.29,64268,112377,102304,10073,327.62,276.88,50.74
2020,1,Lamphun,Northern,60.46,23987,110487,104315,6172,175.83,163.98,11.85
2020,1,Loei,Northeastern,72.31,122692,198483,195942,2541,448.01,438.75,9.26
2020,1,Lop Buri,Central,51.53,39765,242413,240280,2133,413.57,408.58,4.99
2020,1,Mae Hong Son,Northern,69.36,117691,126975,98387,28588,598.94,379.01,219.93
2020,1,Maha Sarakham,Northeastern,54.73,37569,62442,60865,1577,100.77,98.78,1.99
2020,1,Mukdahan,Northeastern,61.12,63536,194247,181131,13116,350.12,320.79,29.33
2020,1,Nakhon Nayok,Eastern,59.86,125509,265162,262943,2219,809.67,803.89,5.78
2020,1,Nakhon Pathom,Central,64.63,109852,272110,261231,10879,380.9,365.85,15.05
2020,1,Nakhon Phanom,Northeastern,63.13,45236,101079,93957,7122,211.07,201.52,9.55
2020,1,Nakhon Ratchasima,Northeastern,73.36,498547,985403,965138,20265,2479.92,2386.07,93.85
2020,1,Nakhon Sawan,Northern,61.79,116065,189972,183682,6290,350.35,341.97,8.38
2020,1,Nakhon Si Thammarat,Southern,56.04,222969,353316,343329,9987,1182.12,1148.46,33.66
2020,1,Nan,Northern,82.98,96325,115357,113177,2180,340.88,330.1,10.78
2020,1,Narathiwat,Southern,60.39,50224,61030,22468,38562,229.42,61.39,168.03
2020,1,Nong Bua Lamphu,Northeastern,53.36,12416,32414,32272,142,34.23,34.03,0.2
2020,1,Nong Khai,Northeastern,70.08,119040,261226,189542,71684,560.55,461.66,98.89
2020,1,Nonthaburi,Central,71.1,83049,308136,280170,27966,469.04,385.54,83.5
2020,1,Pathum Thani,Central,58.63,50824,238331,174404,63927,312.31,208.06,104.25
2020,1,Pattani,Southern,45.72,16725,20886,20742,144,77.57,76.93,0.64
2020,1,Phangnga,Southern,85.24,110362,499591,138124,361467,6156.91,861.82,5295.09
2020,1,Phatthalung,Southern,67.53,65735,121873,121018,855,183.61,180.93,2.68
2020,1,Phayao,Northern,66.44,31544,80242,76779,3463,148.7,144.28,4.42
2020,1,Phetchabun,Northern,72.11,199081,250520,248417,2103,872.24,866.59,5.65
2020,1,Phetchaburi,Central,72.6,326049,654478,589759,64719,2234.23,1704.79,529.44
2020,1,Phichit,Northern,54.08,45232,61863,61293,570,133.46,132.54,0.92
2020,1,Phitsanulok,Northern,69.01,192912,376176,353691,22485,971.57,898.61,72.96
2020,1,Phrae,Northern,69.13,35523,86488,77194,9294,186.09,152.77,33.32
2020,1,Phuket,Southern,87.71,1524977,1722034,316150,1405884,62468.6,4450.2,58018.4
2020,1,Prachin Buri,Eastern,67.12,87087,168750,157814,10936,490.4,456.38,34.02
2020,1,Prachuap Khiri Khan,Central,70.35,341491,576227,460687,115540,3509.89,2376.06,1133.83
2020,1,Ranong,Southern,52.8,81465,106008,99216,6792,369.34,323.26,46.08
